5.182926829268292429e-02,5.330490405117270514e-02,5.392156862745098311e-02,4.516129032258064252e-02,5.198776758409785759e-02,3.990610328638497656e-02,4.322623385226896653e-02,5.613126079447323252e-02,4.957137532612746617e-02,8.496732026143790154e-03,5.182232346241457538e-02,4.215686274509804210e-02,4.076086956521739191e-02,4.764851485148514920e-02,5.592654424040066630e-02,4.563492063492063239e-02,3.988868274582560436e-02,3.761061946902655162e-02,4.545454545454545581e-02,4.636785162287480888e-02,4.232804232804232569e-02,3.826530612244898044e-02,3.308823529411764747e-02,4.341085271317829397e-02,4.211793020457280101e-02,4.172661870503597409e-02,5.916030534351145176e-02,5.183312262958280486e-02,3.846153846153846367e-02,5.016181229773462869e-02,4.985337243401759266e-02,3.852327447833065605e-02,5.473684210526316013e-02,2.994011976047904200e-02,5.087014725568942547e-02,3.555555555555555552e-02,4.485852311939268755e-02,3.793103448275862016e-02,5.947955390334572212e-02,3.001017293997965477e-02,4.596100278551532026e-02,4.611650485436893238e-02,3.620744511613108174e-02,1.409426987060998122e-02,5.426374650512581777e-02,4.663543441226575964e-02,3.689427312775330620e-02,4.562014889909710158e-02,6.441717791411043226e-02,3.990610328638497656e-02,4.221698113207546926e-02,4.085106382978723194e-02,3.204476093591047958e-02,3.802816901408450495e-02,5.487228003784295344e-02,4.616148246194572841e-02,5.396565821749795683e-02,3.497212366953877244e-02,4.379671150971599369e-02,6.401886108088501726e-02,3.854940034266133436e-02,7.828282828282828731e-02,5.769230769230769551e-02,5.414244186046511531e-02,4.546638874413757442e-02,4.227030992114432645e-02,6.625766871165644778e-02,3.971571906354515180e-02,3.824986241056686775e-02,3.387978142076502469e-02,2.210052806571484452e-02,4.243008678881388801e-02,6.976744186046511531e-02,4.467951642335766388e-02
1.371951219512195126e-02,1.385927505330490465e-02,1.348039215686274578e-02,1.612903225806451568e-02,2.293577981651376274e-03,9.389671361502347630e-03,1.407750910897648255e-02,2.590673575129533775e-03,1.695862840104360794e-02,6.862745098039216285e-02,1.366742596810933963e-02,1.568627450980392135e-02,1.811594202898550790e-02,1.237623762376237682e-02,1.335559265442404046e-02,1.984126984126984017e-02,1.484230055658627111e-02,2.286135693215339201e-02,2.020202020202020374e-02,2.086553323029366469e-02,1.719576719576719481e-02,1.785714285714285615e-02,2.426470588235294171e-02,2.248062015503875938e-02,1.925391095066185387e-02,1.151079136690647507e-02,1.240458015267175557e-02,1.453855878634639776e-02,2.657342657342657427e-02,2.103559870550161803e-02,1.026392961876832800e-02,2.166934189406099359e-02,1.263157894736842077e-02,2.095808383233532801e-02,1.673360107095046845e-02,1.185185185185185126e-02,2.277432712215320815e-02,2.356321839080459737e-02,1.858736059479553990e-02,1.220752797558494369e-02,1.740947075208913730e-02,1.334951456310679539e-02,3.063951638561883406e-02,6.045902649414663932e-02,1.530754892823858390e-02,1.831345826235093732e-02,1.541850220264317194e-02,2.344368762870267797e-02,0.000000000000000000e+00,2.816901408450704289e-02,1.438679245283018895e-02,2.702127659574467961e-02,3.051881993896236184e-02,2.535211267605633895e-02,1.387574897508672342e-02,2.217074784910655350e-02,1.962387571545380280e-02,2.863659401926001158e-02,2.017937219730941631e-02,1.033732317736670361e-02,2.455739577384351627e-02,1.515151515151515194e-02,1.442307692307692388e-02,1.417151162790697590e-02,1.615424700364773147e-02,2.402347331743994244e-02,8.588957055214724648e-03,2.968227424749163984e-02,1.995046780407264825e-02,1.256830601092896217e-02,3.637786035595540896e-02,1.699614271938283683e-02,0.000000000000000000e+00,2.560447080291970712e-02
7.164634146341462839e-02,7.782515991471215810e-02,7.107843137254901689e-02,7.741935483870968082e-02,8.868501529051987797e-02,7.511737089201878104e-02,7.651540245114275829e-02,4.749568221070811502e-02,4.565784569511740359e-02,6.209150326797385766e-02,7.004555808656036386e-02,5.882352941176470507e-02,7.608695652173913526e-02,6.683168316831683553e-02,6.844741235392320933e-02,6.448412698412699096e-02,7.235621521335806883e-02,5.457227138643067771e-02,7.070707070707070441e-02,7.032457496136011732e-02,6.349206349206348854e-02,6.760204081632653628e-02,7.279411764705882859e-02,7.441860465116278966e-02,6.317689530685920152e-02,7.050359712230215570e-02,7.919847328244274121e-02,6.479140328697850781e-02,5.734265734265734521e-02,6.310679611650485410e-02,7.184750733137830470e-02,7.142857142857142461e-02,8.736842105263158131e-02,5.089820359281437001e-02,6.693440428380187379e-02,6.444444444444444309e-02,6.935817805383022450e-02,6.206896551724137845e-02,6.877323420074349380e-02,7.884028484231943301e-02,6.476323119777158133e-02,7.766990291262135249e-02,7.639198218262806261e-02,6.569624152803450745e-02,6.978098788443616585e-02,7.687393526405451871e-02,9.113436123348017670e-02,7.191509583399334493e-02,1.012269938650306733e-01,9.389671361502346936e-02,9.740566037735849669e-02,7.468085106382978122e-02,4.959308240081383712e-02,6.408450704225351902e-02,7.947019867549669214e-02,7.974851091992057883e-02,8.258381030253475474e-02,7.526609224531170816e-02,7.055306427503736655e-02,6.274936525208560378e-02,6.739006282124500313e-02,1.052188552188552256e-01,6.410256410256409687e-02,6.867732558139534593e-02,7.503908285565398517e-02,7.087841555107279867e-02,8.220858895705521197e-02,7.462374581939799911e-02,8.392955421023665097e-02,7.308743169398906891e-02,9.299823978095052290e-02,8.317261330761813176e-02,1.511627906976744096e-01,8.602303832116788007e-02
4.573170731707316798e-03,1.066098081023454137e-03,4.901960784313725422e-03,9.677419354838710103e-03,2.293577981651376274e-02,9.389671361502347630e-03,6.293474660483603864e-03,3.626943005181346852e-02,2.534476332463660164e-02,1.633986928104575256e-02,3.986332574031891014e-03,1.078431372549019593e-02,1.086956521739130405e-02,8.663366336633664122e-03,5.008347245409014957e-03,7.936507936507936067e-03,5.565862708719851448e-03,1.032448377581120930e-02,8.838383838383838051e-03,1.004636785162287514e-02,1.190476190476190410e-02,6.377551020408163407e-03,7.352941176470588133e-03,1.085271317829457349e-02,1.323706377858002367e-02,8.633093525179855870e-03,4.103053435114503711e-02,8.849557522123893682e-03,1.328671328671328714e-02,1.456310679611650533e-02,7.331378299120235031e-03,1.284109149277688593e-02,3.578947368421052377e-02,7.485029940119760500e-03,4.685408299866131339e-03,9.629629629629630344e-03,4.347826086956521618e-02,1.264367816091954005e-02,4.646840148698884974e-03,9.155645981688708204e-03,1.253481894150417809e-02,9.708737864077669061e-03,6.967865097041043773e-03,7.111316492092832099e-03,7.292637465051258171e-03,5.749574105621805924e-03,1.927312775330396492e-03,9.028987802946301933e-03,0.000000000000000000e+00,1.408450704225352144e-02,1.415094339622641412e-03,1.148936170212765985e-02,2.644964394710071220e-02,1.032863849765258170e-02,4.099653106275622828e-03,1.158173395102581049e-03,2.452984464431725350e-03,5.828687278256462073e-03,8.520179372197308684e-03,9.249183895538628727e-03,1.513420902341519082e-02,0.000000000000000000e+00,5.608974358974358997e-03,9.447674418604650598e-03,9.900990099009901110e-03,1.008619108747478392e-02,1.349693251533742346e-02,7.525083612040133971e-03,5.641166758392955616e-03,1.284153005464480808e-02,3.716017993350283384e-03,3.977820636451302218e-03,0.000000000000000000e+00,2.201186131386861228e-02
4.801829268292683028e-02,5.437100213219616535e-02,5.147058823529411520e-02,6.451612903225806273e-02,3.746177370030581016e-02,5.868544600938967182e-02,6.442530639284531346e-02,8.290155440414508081e-02,7.417070443533357871e-02,6.143790849673202298e-02,6.548974943052392195e-02,6.666666666666666574e-02,6.793478260869564855e-02,6.435643564356435808e-02,6.010016694490818295e-02,6.051587301587301598e-02,7.328385899814471305e-02,6.563421828908554134e-02,6.060606060606060774e-02,6.877897990726429545e-02,7.407407407407406996e-02,6.122448979591836593e-02,7.647058823529412352e-02,7.209302325581395943e-02,6.919374247894102825e-02,5.611510791366906142e-02,2.385496183206107026e-02,7.111251580278128703e-02,6.503496503496503101e-02,6.472491909385112707e-02,6.011730205278592587e-02,6.340288924558587502e-02,3.052631578947368265e-02,8.383233532934131205e-02,6.827309236947791404e-02,4.814814814814814825e-02,2.277432712215320815e-02,6.839080459770115195e-02,5.669144981412639617e-02,7.985757884028484022e-02,6.267409470752088874e-02,6.067961165048543770e-02,6.891504931594018279e-02,7.976483877592935312e-02,6.584342963653308511e-02,6.984667802385008395e-02,5.258810572687224599e-02,6.447014097893236095e-02,5.521472392638036852e-02,5.164319248826291370e-02,5.943396226415094408e-02,6.680851063829787440e-02,7.121057985757883735e-02,6.126760563380281854e-02,5.644906969410280750e-02,6.105228325612177542e-02,5.764513491414554464e-02,5.321844906234161204e-02,7.518684603886396922e-02,6.637649619151250735e-02,6.567675613934893797e-02,3.872053872053871776e-02,5.929487179487179238e-02,6.795058139534883301e-02,6.044815007816570912e-02,6.125068769484687259e-02,4.294478527607362150e-02,7.169732441471571294e-02,6.948266373142542029e-02,6.516393442622950283e-02,4.165851750440054818e-02,6.376567020250722972e-02,0.000000000000000000e+00,4.234146897810218968e-02
9.146341463414633596e-03,8.528784648187633100e-03,1.102941176470588307e-02,6.451612903225806446e-03,2.140672782874617625e-02,1.408450704225352144e-02,1.126200728718118604e-02,2.590673575129533775e-03,8.572493477450614241e-03,1.111111111111111154e-02,3.986332574031891014e-03,2.941176470588235253e-03,1.811594202898550747e-03,6.188118811881188411e-03,2.504173622704507478e-03,0.000000000000000000e+00,9.276437847866419442e-04,0.000000000000000000e+00,1.262626262626262734e-03,6.182380216383307446e-03,2.645502645502645356e-03,5.102040816326530205e-03,8.823529411764705760e-03,5.426356589147286746e-03,7.821901323706378570e-03,9.352517985611510237e-03,3.530534351145038496e-02,2.528445006321112729e-03,6.993006993006993001e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.025682182985553054e-03,4.000000000000000083e-02,1.497005988023952187e-03,5.354752342704149730e-03,0.000000000000000000e+00,4.071773636991028039e-02,6.896551724137930939e-03,1.858736059479553816e-03,6.103763987792471847e-03,6.963788300835654400e-03,1.213592233009708633e-03,1.422208081450843098e-02,1.486444855206407907e-02,8.271202236719477421e-03,1.000851788756388500e-02,4.680616740088105673e-03,6.969744970695390326e-03,0.000000000000000000e+00,7.042253521126760722e-03,4.481132075471697986e-03,6.170212765957447214e-03,1.780264496439470934e-02,5.164319248826290849e-03,1.277199621570482453e-02,4.963600264725347849e-03,1.226492232215862718e-02,5.575266092245311812e-03,7.922272047832586150e-03,1.088139281828074019e-02,6.282124500285550875e-03,2.525252525252525467e-03,5.608974358974358997e-03,1.271802325581395353e-02,4.820218863991662314e-03,9.444342563726389889e-03,9.202453987730061999e-03,5.434782608695652023e-03,4.815630159603742112e-03,6.420765027322404041e-03,3.129278310189712552e-03,6.750241080038572698e-03,0.000000000000000000e+00,2.283873175182481868e-02
6.402439024390244038e-02,5.010660980810234533e-02,5.392156862745098311e-02,5.806451612903226062e-02,4.969418960244648131e-02,5.164319248826291370e-02,5.945677376614773302e-02,3.972366148531951413e-02,5.795751024972046334e-02,6.732026143790849348e-02,5.960516324981017522e-02,6.372549019607842702e-02,6.702898550724638305e-02,5.754950495049505205e-02,6.010016694490818295e-02,6.448412698412699096e-02,6.215213358070501015e-02,7.300884955752212635e-02,5.934343434343434392e-02,6.182380216383307620e-02,5.952380952380952051e-02,5.612244897959183659e-02,5.367647058823529077e-02,6.589147286821706029e-02,6.137184115523465489e-02,5.971223021582734020e-02,3.530534351145038496e-02,7.016434892541087431e-02,6.363636363636362980e-02,6.148867313915857419e-02,5.865102639296188025e-02,6.581059390048153712e-02,2.421052631578947401e-02,8.233532934131736203e-02,6.091030789825970654e-02,5.999999999999999778e-02,3.381642512077294438e-02,6.436781609195402210e-02,6.040892193308550207e-02,6.459816887080366277e-02,5.988857938718662732e-02,6.553398058252427050e-02,5.176582882596245799e-02,4.623639350996097686e-02,4.864864864864865135e-02,5.068143100511073029e-02,5.837004405286343872e-02,5.623316964992872147e-02,5.521472392638036852e-02,4.694835680751173468e-02,5.849056603773584995e-02,5.829787234042552863e-02,4.425228891149542154e-02,7.089201877934271645e-02,4.761904761904761640e-02,5.757776307081403228e-02,3.720359771054783382e-02,4.929042067916877823e-02,5.979073243647234359e-02,4.443235400797968665e-02,6.367789834380353786e-02,5.976430976430976288e-02,5.689102564102564014e-02,5.159883720930232703e-02,5.992704533611255963e-02,5.749128919860627129e-02,4.539877300613497091e-02,6.040969899665551979e-02,5.957622454595486866e-02,6.284153005464480912e-02,7.363583023665166982e-02,5.448408871745419324e-02,0.000000000000000000e+00,5.049612226277372384e-02
7.317073170731706877e-02,8.315565031982942445e-02,8.578431372549019662e-02,7.741935483870968082e-02,7.262996941896024405e-02,9.624413145539906234e-02,7.552169592580323942e-02,6.131260794473229747e-02,6.541185240402534740e-02,3.006535947712418375e-02,7.972665148063781682e-02,9.313725490196078649e-02,8.152173913043478382e-02,8.601485148514850798e-02,7.595993322203672959e-02,9.424603174603174427e-02,9.925788497217068185e-02,8.112094395280236570e-02,7.954545454545454419e-02,6.800618238021638451e-02,8.465608465608465139e-02,8.673469387755101956e-02,8.382352941176469951e-02,7.596899224806201445e-02,7.942238267148014896e-02,8.633093525179856564e-02,8.874045801526717070e-02,7.648546144121365353e-02,7.132867132867132254e-02,7.766990291262135249e-02,9.970674486803518533e-02,7.945425361155698807e-02,8.210526315789473673e-02,8.682634730538922596e-02,7.563587684069611461e-02,7.851851851851851527e-02,6.245686680469288848e-02,8.103448275862068506e-02,7.249070631970259970e-02,1.078331637843336771e-01,8.147632311977716368e-02,9.101941747572815655e-02,6.719694559338211526e-02,2.582665845142739780e-02,8.198974836905871533e-02,7.048551959114139620e-02,8.370044052863435946e-02,6.843022334864565237e-02,9.815950920245399003e-02,6.338028169014084390e-02,9.386792452830189371e-02,6.872340425531914265e-02,4.399796541200406974e-02,6.408450704225351902e-02,7.883948281299274496e-02,8.074123097286564632e-02,7.645134914145543248e-02,6.512924480486569079e-02,7.384155455904334309e-02,6.746463547334058397e-02,6.996002284408908700e-02,6.734006734006733885e-02,6.410256410256409687e-02,7.194767441860465407e-02,7.777488275143304430e-02,7.161195672107097121e-02,7.791411042944784704e-02,7.378762541806020703e-02,7.209686296092460145e-02,8.920765027322404006e-02,7.412477997261882057e-02,7.606075216972034425e-02,1.511627906976744096e-01,6.891537408759124128e-02
3.810975609756097476e-03,4.264392324093816550e-03,0.000000000000000000e+00,3.225806451612903223e-03,3.822629969418960168e-03,0.000000000000000000e+00,8.612123219609142677e-03,1.640759930915371492e-02,7.827059262020126876e-03,2.614379084967320341e-02,4.365983295368261463e-03,0.000000000000000000e+00,4.528985507246376975e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.849557522123893682e-03,3.787878787878787984e-03,3.091190108191653723e-03,2.645502645502645356e-03,1.275510204081632551e-03,1.470588235294117627e-03,3.100775193798449569e-03,3.008423586040914668e-03,2.158273381294963968e-03,1.622137404580152598e-02,6.321112515802780954e-03,6.293706293706294135e-03,1.618122977346278394e-03,1.466275659824046920e-03,2.407704654895666003e-03,1.473684210526315756e-02,0.000000000000000000e+00,2.008032128514056040e-03,2.222222222222222220e-03,2.346445824706694383e-02,1.724137931034482735e-03,4.646840148698884974e-03,1.525940996948117962e-03,1.392757660167130923e-03,0.000000000000000000e+00,1.406299713649379612e-02,3.178270692133908226e-02,5.545200372786579512e-03,7.027257240204429559e-03,3.303964757709251191e-03,7.920164739426579364e-03,0.000000000000000000e+00,7.042253521126760722e-03,2.122641509433962227e-03,4.255319148936170283e-03,2.848423194303153702e-02,6.103286384976525786e-03,6.307158625039419736e-03,8.272667107875579387e-04,7.358953393295175616e-03,3.421186011150531992e-03,5.829596412556053812e-03,9.067827348567283202e-03,5.425471159337521762e-03,0.000000000000000000e+00,1.121794871794871799e-02,3.633720930232558089e-03,2.475247524752475278e-03,8.710801393728222555e-03,3.680981595092024539e-03,6.270903010033444976e-03,3.164556962025316406e-03,1.229508196721311583e-03,1.760219049481713365e-03,4.942140790742526393e-03,0.000000000000000000e+00,1.399977189781021966e-02
9.756097560975610095e-02,8.102345415778251791e-02,8.088235294117647467e-02,7.096774193548387177e-02,7.186544342507644734e-02,7.511737089201878104e-02,6.939383901954289391e-02,9.240069084628670104e-02,7.305255311218784853e-02,3.790849673202614095e-02,7.327258921791951485e-02,8.039215686274510386e-02,6.612318840579710366e-02,7.240099009900989591e-02,7.762938230383972793e-02,7.341269841269841556e-02,6.493506493506492894e-02,7.817109144542773447e-02,6.818181818181817677e-02,7.805255023183925445e-02,6.878306878306877925e-02,8.673469387755101956e-02,7.426470588235294101e-02,6.046511627906976660e-02,7.400722021660649519e-02,8.273381294964028687e-02,5.057251908396946660e-02,6.700379266750948470e-02,7.342657342657342434e-02,7.281553398058251969e-02,7.331378299120235031e-02,6.581059390048153712e-02,5.368421052631579260e-02,8.383233532934131205e-02,7.429718875502007436e-02,9.629629629629629650e-02,5.141476880607315225e-02,7.241379310344828180e-02,7.806691449814126549e-02,7.171922685656154095e-02,7.242339832869081062e-02,6.796116504854368690e-02,6.897868278714604229e-02,8.002156500308071907e-02,6.947809878844361797e-02,7.389267461669506154e-02,6.965859030837004418e-02,6.803421511167431768e-02,6.134969325153374203e-02,4.929577464788732072e-02,5.589622641509434109e-02,7.425531914893616914e-02,6.561546286876906997e-02,7.417840375586853829e-02,7.016713970356354413e-02,7.379219060225016003e-02,7.972199509403106454e-02,5.790674100354789577e-02,6.083707025411061453e-02,7.054769677185346310e-02,6.424900057110222162e-02,5.976430976430976288e-02,7.291666666666667129e-02,6.795058139534883301e-02,7.699322563835331312e-02,7.436273610856408700e-02,6.748466257668711554e-02,6.563545150501672032e-02,6.452944413869014795e-02,7.240437158469945067e-02,6.229219636221396128e-02,7.268563162970105573e-02,6.976744186046511531e-02,5.049612226277372384e-02
