7.783543365455893384e-03,1.845018450184501835e-02,7.042253521126760722e-03,1.158940397350993398e-02,8.326394671107410729e-04,3.030303030303030300e-03,1.017441860465116352e-02,6.505576208178438791e-03,4.165157551611734649e-03,2.837684449489216720e-03,8.925597815226803122e-03,5.929738196464533380e-03,3.847798204360838078e-03,6.478082487583675282e-03,1.260126012601260094e-02,2.402513398632415489e-03,4.844752172292725138e-03,8.407777193904361276e-03,1.889583144676869331e-02,9.507168919266149182e-03,7.021891780256092098e-03,1.342378752886836009e-02,6.818181818181817677e-02,8.878504672897195860e-02,7.552083333333332871e-02,8.976660682226212176e-04,1.553254437869822438e-02,1.135307396096135908e-02,1.384417256922086323e-02,9.286009079653321716e-03,7.448789571694599577e-03,2.210216110019646261e-03,5.099039027260247534e-03,0.000000000000000000e+00,2.627467689248686421e-03
5.151964418087472131e-02,5.719557195571955965e-02,6.338028169014084390e-02,4.966887417218542738e-02,3.955037468776020221e-02,5.568181818181817955e-02,5.765503875968992081e-02,4.507434944237918156e-02,4.943860919956537259e-02,4.892167990919409765e-02,4.532738293478984909e-02,5.493398970686954458e-02,4.424967935014963855e-02,4.729000215936082774e-02,4.341434143414341779e-02,5.026797264830899781e-02,4.844752172292725312e-02,5.456297074794184965e-02,4.020646563433849519e-02,5.753121948712677791e-02,5.502776630409839803e-02,5.422440338722094022e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.822262118491921601e-02,4.733727810650887463e-02,5.410967998937724066e-02,4.668383773341918536e-02,5.241436236070986382e-02,5.927995034140285530e-02,5.267681728880157371e-02,5.991370857030790115e-02,0.000000000000000000e+00,3.820480045448089446e-02
7.783543365455893037e-02,6.918819188191882574e-02,8.137715179968700585e-02,7.450331125827815149e-02,1.111573688592839282e-01,8.371212121212120993e-02,6.928294573643410670e-02,1.008364312267658047e-01,8.792104310032597403e-02,9.046538024971623182e-02,9.305268767068540503e-02,7.563213246811367751e-02,8.956819153484395224e-02,7.806089397538328034e-02,8.094809480948095270e-02,8.223988172241729344e-02,8.150756134397740826e-02,6.608863198458574117e-02,8.281264149234809913e-02,6.092296623670281214e-02,7.517554729450640072e-02,7.226712856043110422e-02,1.193181818181818232e-01,6.074766355140186896e-02,6.770833333333332871e-02,8.527827648114900960e-02,5.547337278106508757e-02,7.177001726198380116e-02,7.662588538312942177e-02,7.593891869583160870e-02,6.755638319884130216e-02,9.491650294695481993e-02,7.521082565208864201e-02,1.511627906976744096e-01,1.081522511006959286e-01
5.559673832468495398e-03,5.535055350553505157e-03,7.824726134585289691e-04,4.966887417218543259e-03,3.746877601998334882e-03,0.000000000000000000e+00,1.356589147286821687e-02,6.505576208178438791e-03,2.716407098877218589e-03,3.405221339387060064e-03,6.594284953040698179e-03,5.817856343701051716e-03,3.420265070542966891e-03,5.182465990066940573e-03,5.730573057305730564e-03,4.620218074293106977e-03,7.659415883725947602e-03,1.227885794359782727e-02,5.614416372362582286e-03,1.181972352124980793e-02,7.457891596677222734e-03,6.351039260969976695e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.795332136445242435e-03,8.875739644970414427e-03,7.568715973974239966e-03,4.507405022537025116e-03,4.127115146512587429e-03,1.324229257190150978e-02,1.227897838899803503e-03,6.962149441066875673e-03,0.000000000000000000e+00,3.692657292998153748e-03
8.524833209785026567e-02,6.457564575645756422e-02,7.824726134585290038e-02,7.947019867549669214e-02,7.368859283930058457e-02,7.727272727272727071e-02,7.945736434108527368e-02,6.737918215613382389e-02,7.805143064107207540e-02,6.867196367763904463e-02,7.353626856724172767e-02,7.898858805101811875e-02,6.135100470286446867e-02,7.352623623407471276e-02,7.590759075907591025e-02,8.325632969876178846e-02,7.287723358766647064e-02,6.468733578560167952e-02,6.891243321561170421e-02,7.389896705894444251e-02,7.037954931387396806e-02,7.241147036181677654e-02,1.250000000000000000e-01,1.308411214953270896e-01,7.552083333333332871e-02,7.630161579892280610e-02,6.878698224852071441e-02,7.562076749435665823e-02,6.986477784932389190e-02,7.531985142385472232e-02,6.248706807366025129e-02,6.802554027504911782e-02,6.805255932535791974e-02,6.976744186046511531e-02,4.963783553472517901e-02
4.818383988139362736e-03,3.690036900369003583e-03,0.000000000000000000e+00,9.933774834437086518e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.313280363223609241e-03,5.661759808166255421e-04,1.678227791452226473e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.480348034803480272e-03,3.696174459434485235e-03,3.520781436949571314e-03,8.653004028726572067e-03,7.938664010383652062e-03,4.779279510766226181e-03,6.746523475148010277e-03,4.715165511932255596e-03,1.193181818181818232e-01,7.009345794392522755e-02,7.031250000000000000e-02,0.000000000000000000e+00,5.177514792899408705e-03,4.448280440844509104e-03,8.370895041854474472e-03,4.746182418489475544e-03,1.396648044692737345e-02,6.630648330058938784e-03,8.531084526377720467e-03,0.000000000000000000e+00,1.533873029399233055e-02
6.004447739065974649e-02,7.380073800738007339e-02,7.355242566510172830e-02,7.119205298013245309e-02,7.993338884263113953e-02,7.424242424242424865e-02,5.813953488372092943e-02,7.527881040892193953e-02,7.624049257515393141e-02,7.343927355278093150e-02,7.167121827749284302e-02,8.883419109420452597e-02,7.545959811885420698e-02,7.277045994385661354e-02,6.513651365136513549e-02,6.403622250970246454e-02,7.206323676519624244e-02,7.367314766158697403e-02,6.284524132934890539e-02,6.929955290611028440e-02,7.414291615035109584e-02,7.270015396458814894e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.360861759425493811e-02,7.914201183431952835e-02,6.632585314035320534e-02,6.567933032839665120e-02,6.706562113082954746e-02,7.283260914545830467e-02,6.728880157170923082e-02,7.266130613845851738e-02,5.813953488372092943e-02,9.032807839795484184e-02
5.263157894736841813e-02,4.243542435424354359e-02,4.538341158059468194e-02,6.622516556291391243e-02,4.537885095753538961e-02,3.939393939393939087e-02,4.602713178294573493e-02,3.438661710037174690e-02,4.128938790293371769e-02,4.574347332576617770e-02,4.232998068340771552e-02,3.468337435667934870e-02,3.334758443779392567e-02,7.093500323904124161e-02,4.407440744074407613e-02,3.677693587137313008e-02,3.444285350018633923e-02,3.447188649500788210e-02,4.802438950768209147e-02,3.124518217791253522e-02,3.692230024324200111e-02,4.734411085450346279e-02,6.818181818181817677e-02,1.028037383177570069e-01,7.552083333333332871e-02,3.770197486535008941e-02,5.695266272189349055e-02,4.873190811313238280e-02,5.956213779781068668e-02,4.663640115559224142e-02,3.300227601903579777e-02,4.395874263261296405e-02,3.030005883506569839e-02,6.976744186046511531e-02,4.608720352222695632e-02
1.111934766493699080e-02,2.490774907749077408e-02,1.877934272300469526e-02,6.622516556291390723e-03,1.248959200666111555e-03,2.234848484848485015e-02,1.550387596899224785e-02,1.486988847583643053e-02,1.394422310756972087e-02,2.156640181611804707e-02,1.312196096716179358e-02,9.957484895949877610e-03,1.325352714835399681e-02,7.125890736342043071e-03,1.854185418541854161e-02,1.866568102014415018e-02,2.339995684836121762e-02,2.907689612891925166e-02,1.483594433879682414e-02,3.502235469448584243e-02,1.952820230391481837e-02,1.592571208622016801e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.526032315978455983e-02,1.701183431952662736e-02,1.918735891647855435e-02,1.352221506761107535e-02,1.588939331407346334e-02,3.000206910821436035e-02,1.436640471512770113e-02,3.235928613453618180e-02,0.000000000000000000e+00,1.143303508024428282e-02
8.005930318754632402e-02,7.380073800738007339e-02,7.120500782472613532e-02,7.450331125827815149e-02,8.784346378018317858e-02,7.386363636363636742e-02,7.073643410852713254e-02,8.921933085501858318e-02,9.009416877942774682e-02,8.660612939841089153e-02,9.032172117498167563e-02,7.305884985455358971e-02,1.135100470286447144e-01,9.112502699201036060e-02,8.871887188718871609e-02,8.612086490482351309e-02,9.421768040327167804e-02,8.029427220178665670e-02,8.878927827583084353e-02,7.533788992240095239e-02,7.581807333975859597e-02,6.995765973826019446e-02,0.000000000000000000e+00,2.803738317757009310e-02,6.770833333333332871e-02,6.552962298025134802e-02,7.026627218934911046e-02,7.362900013278449174e-02,7.340631036703154644e-02,7.655798596780849508e-02,6.672873991309745401e-02,9.135559921414537765e-02,7.579917630908021564e-02,1.511627906976744096e-01,1.019741513989490117e-01
